time,problem_id,problem_rating_at_time,problem_rating_now,type,av_secs,seconds,after_first,user_rating,user_rating_change,correct,wrong_move,num_moves,is_mate,non_winning,user_rd,tags
2020-08-20 18:25:49+00,104807,1436.24,1461.79,Blitz,40.1169,16,0,1363.25,-28.7903,0,1...Bxd5,2,false,false,107.098,"Fork:13,Hanging Piece:3"
2020-08-20 18:25:12+00,163616,1428.32,1427.53,Blitz,44.6227,22,4,1392.04,-36.3464,0,2.Kd2,2,false,false,112.464,"Unsound Sacrifice:10,Defensive Move:6,Fork:3"
2020-08-20 18:24:38+00,48598853,1357.81,1333.48,Blitz,40.937,23,0,1428.39,-54.3904,0,-,2,false,false,118.838,Advanced Pawn:7
2020-08-20 18:24:00+00,44935595,1407.14,1438.19,Blitz,29.6887,28,0,1482.78,-62.0697,0,-,2,false,false,125.428,Distraction:6
2020-08-20 18:23:24+00,1820,1268.11,1256.59,Blitz,30.9666,13,0,1544.85,18.8297,1,-,1,false,false,133.039,Hanging Piece:23
2020-08-20 18:23:03+00,155570,1353.01,1363.41,Blitz,28.6627,15,1,1526.02,34.7023,1,-,2,false,false,139.318,"Fork:10,Exposed King:3"
2018-12-11 17:10:49+00,127517,1471.02,1480.25,Blitz,37.7981,11,5,1491.32,10.488,1,-,3,false,false,61.0151,"Discovered Attack:10,Defensive Move:2"
2018-12-11 17:10:30+00,155071,1235.39,1247.47,Blitz,34.7231,12,1,1480.83,4.54979,1,-,2,false,false,62.2601,"Mate Threat:13,Quiet Move:6"
2018-12-11 17:10:06+00,101882,1286.08,1280.23,Blitz,16.4426,11,0,1476.28,-18.0892,0,1.Ne3,2,false,false,63.5304,"Hanging Piece:10,Zwischenzug:7"
2018-12-11 17:09:40+00,157222,1485.39,1457.82,Blitz,37.3265,44,0,1494.37,-12.8941,0,1...h6,2,false,false,64.8266,"Hanging Piece:12,Defensive Move:9,Unsound Sacrifice:4"
2018-12-11 17:08:44+00,161750,1352.83,1418.59,Blitz,23.1242,38,2,1507.26,-3.52623,1,-,2,false,false,66.1489,"Hanging Piece:7,Unsound Sacrifice:3"
2018-12-11 17:07:49+00,61399,1335.34,1380.49,Blitz,24.9797,19,0,1510.79,-19.9778,0,1.Qxf6,2,false,false,67.4982,"Capturing Defender:17,Counting:6"
2018-12-11 17:07:22+00,102052,1282.43,1269,Blitz,25.9551,17,3,1530.77,5.49281,1,-,2,false,false,68.8754,"Mate Threat:7,Needs Different Opponent Move...:5,Pin:3"
2018-12-11 17:06:57+00,30860,1379.96,1390.84,Blitz,17.3832,6,0,1525.28,8.93797,1,-,1,false,false,70.2807,Pin:22
2018-12-11 17:06:43+00,78023,1379.18,1385.86,Blitz,32.5951,14,3,1516.34,9.61302,1,-,3,false,false,71.7148,"Pin:12,Fork:12,Distraction:12,Multiple Attack:2,Removing the Guard:1"
2018-12-11 17:06:21+00,53239,1371.53,1359.83,Blitz,56.657,25,5,1506.73,10.087,1,-,3,false,false,73.1781,"Advanced Pawn:15,Sacrifice:5,Distraction:5"
2018-12-11 17:05:48+00,106630,1424.19,1445.81,Blitz,35.336,8,2,1496.64,13.323,1,-,2,false,false,74.6711,"Pin:13,Fork:10,Needs Different Opponent Move...:10"
2018-12-11 17:05:27+00,152754,1421.47,1394.29,Blitz,26.2734,18,0,1483.32,-20.6702,0,1.Rxd5,2,false,false,76.3985,"Hanging Piece:8,Counting:6"
2018-12-11 17:04:58+00,165303,1349.62,1349.09,Blitz,24.9303,33,0,1503.99,-25.9381,0,1.Kf4,2,false,false,78.2005,"Unsound Sacrifice:9,Hanging Piece:7"
2018-12-11 17:04:17+00,180569,1335.89,1317.37,Blitz,21.5436,5,1,1529.93,9.40621,1,-,2,true,false,79.796,"Exposed King:5,Coercion:5"
2018-12-11 17:04:02+00,48244,1357.98,1357.67,Blitz,21.4271,11,1,1520.52,11.2592,1,-,2,true,false,81.4457,"Pin:15,Back Rank Mate:11,Sacrifice:10,Clearance:6,Sacrifice:3,Diagonal Clearance:3,Rank Clearance:3,Absolute Pin:3"
2018-12-11 17:03:43+00,173807,1259.07,1252.99,Blitz,25.3901,18,1,1509.26,7.9776,1,-,2,true,false,83.3675,"Pawn Mate:12,Exposed King:8,Coercion:5"
2018-12-11 17:03:17+00,72244,1499.37,1487.55,Blitz,38.1291,16,11,1501.28,21.9856,1,-,4,false,false,85.0686,"Fork:18,Defensive Move:13,X-Ray Attack:10,Trapped Piece:6,X-Ray:3"
2018-12-11 17:02:52+00,59829,1326.01,1352.44,Blitz,12.0591,14,0,1479.29,5.70159,1,-,1,true,false,87.7188,"Pin:13,Greco's Mate:11"
2018-12-11 17:02:27+00,142600,1379.77,1389.96,Blitz,16.0631,9,1,1473.59,18.3635,1,-,2,false,false,90.1549,"Pin:12,Skewer:2,Overloading:1"
2018-12-11 17:02:10+00,74888,1166.25,1144.31,Blitz,29.6348,13,2,1455.23,8.29482,1,-,2,true,false,93.1861,"Exposed King:10,Back Rank Mate:9,Coercion:1"
2018-12-11 17:01:45+00,73912,1275.08,1273.49,Blitz,17.064,7,0,1446.94,-40.0722,0,1...Qxc6,3,false,false,95.0925,"Pin:11,Counting:11,Sacrifice:7"
2018-12-11 17:01:30+00,100755,1368.06,1340.08,Blitz,28.2397,18,2,1487.01,19.8129,1,-,3,false,false,97.6951,"Capturing Defender:10,Distraction:7,Fork:6,Sacrifice:6,Clearance:5,File Clearance:3,Exchange Sacrifice:3,Fork:2,Counting:2,Fork:1,Multiple Attack:1"
2018-12-11 17:01:04+00,40187,1317.21,1336,Blitz,21.299,8,1,1467.2,18.9303,1,-,2,false,false,101.452,Trapped Piece:28
2018-12-11 17:00:47+00,164669,1230.58,1227.56,Blitz,11.7459,6,0,1448.27,15.199,1,-,1,true,false,105.423,Mate Threat:3
2018-12-11 16:59:32+00,89308,1472.09,1447.96,Blitz,31.1495,10,0,1433.07,-33.6729,0,1.Rxf7+,2,false,false,109.11,"Zwischenzug:17,Hanging Piece:8,Needs Different Opponent Move...:5"
2018-12-11 16:59:09+00,77253,1535.73,1516.86,Blitz,32.3951,17,0,1466.74,-34.1444,0,1.Nc6+,3,false,false,114.898,"Fork:19,Coercion:12,Exposed King:7,Mate Threat:6,Centralised King:1"
2018-12-11 16:58:39+00,74519,1571.85,1580.96,Blitz,18.1049,9,0,1500.88,-38.5697,0,1.Qxg3,2,false,false,121.647,"Hanging Piece:15,Unsound Sacrifice:11,Counting:10"
2018-12-11 16:58:23+00,48206,1355.26,1364.3,Blitz,27.0858,16,1,1539.45,28.0127,1,-,2,false,false,129.757,"Distraction:13,Exposed King:8,Overloading:6,Capturing Defender:1,Fork:1,Weak Back Rank:1,Removing the Guard:1"
2018-12-11 16:57:54+00,103077,1597.95,1574.48,Blitz,44.5688,26,15,1511.44,-48.7137,0,2...Kh8,3,false,false,137.876,"Defensive Move:18,Advanced Pawn:13,Promotion:1"
2018-06-23 12:27:28+00,63692,1362.35,1384.72,Blitz,28.5842,16,7,1560.15,3.94023,1,-,3,true,false,52.0684,"Pin:18,Clearance:17,Sacrifice:17,Distraction:13,Exposed King:9,Capturing Defender:7,Weak Back Rank:5,Diagonal Clearance:4,Absolute Pin:4,Sacrifice:3,File Clearance:3,Rank Clearance:3,Clearance:1"
2018-06-23 12:27:04+00,142140,1509.44,1521.67,Blitz,29.7528,14,9,1556.21,7.31654,1,-,2,false,false,53.1306,"Defensive Move:12,Hanging Piece:8,Unsound Sacrifice:8"
2018-06-23 12:26:32+00,172498,1583.36,1605.02,Blitz,30.504,25,0,1548.89,-7.9236,0,-,2,false,false,54.2144,"Discovered Attack:9,Capturing Defender:6,Hanging Piece:5,Counting:3"
2018-06-23 12:26:00+00,142451,1423.39,1398.14,Blitz,25.3609,5,1,1556.81,5.8074,1,-,2,false,false,55.3203,"Capturing Defender:9,Counting:2"
2018-06-23 12:25:46+00,121401,1422.61,1397.49,Blitz,22.2146,14,2,1551,6.1666,1,-,2,false,false,56.4491,"Advanced Pawn:14,Zwischenzug:11,Defensive Move:11,Sacrifice:10,Mate Threat:5"
2018-06-23 12:25:24+00,97156,1378.92,1408.23,Blitz,31.5065,13,5,1544.83,5.52146,1,-,2,false,false,57.6008,"Defensive Move:13,Hanging Piece:10,X-Ray Attack:9,X-Ray:3"
2018-06-23 12:24:59+00,46280,1473.1,1435.24,Blitz,20.0688,12,0,1539.31,-12.2774,0,1...Qxg2+,1,false,false,58.776,"Hanging Piece:20,Unsound Sacrifice:9,Needs More Moves...:6"
2018-06-23 12:24:38+00,97636,1595.59,1612.5,Blitz,39.0491,23,4,1551.59,12.1137,1,-,2,false,false,59.9752,"Pin:21,Trapped Piece:21"
2018-06-23 12:23:55+00,150326,1597.2,1582.34,Blitz,28.3589,9,0,1539.48,-9.36176,0,1.Ra1,2,false,false,61.1986,Trapped Piece:11
2018-06-23 12:20:02+00,6412,1663.33,1692.46,Blitz,32.7402,23,0,1548.84,-7.95821,0,1.Rd2+,3,true,false,62.4443,"Exposed King:22,Quiet Move:16,Zwischenzug:2,Seizing a Square Mate:1"
2018-06-23 12:19:27+00,7649,1424.81,1460.36,Blitz,16.2874,5,0,1556.8,-16.5479,0,1...d2,2,true,false,63.7182,"Exposed King:9,Coercion:8,Back Rank Mate:7"
2018-06-23 12:19:11+00,25452,1526.27,1552.65,Blitz,20.6806,23,0,1573.35,-14.3499,0,1.Rxd5,2,false,false,65.0184,"Pin:19,Overloading:10,Distraction:7,Attraction:7,Zwischenzug:5,Mate Threat:4,Gain of Tempo:1,Removing the Guard:1"
2018-06-23 12:18:41+00,100981,1483.98,1456.95,Blitz,14.8553,15,1,1587.7,6.67171,1,-,2,true,false,66.3449,"Exposed King:5,Coercion:5,Suffocation Mate:5,Mate Threat:1"
2018-06-23 12:18:18+00,146293,1594.27,1587.46,Blitz,24.2716,12,2,1581.03,14.232,1,-,2,false,false,67.6986,"Fork:7,Counting:6,Simplification:4,Multiple Attack:1"
2018-06-23 12:17:55+00,177395,1437.13,1461.17,Blitz,25.338,22,0,1566.8,-19.362,0,1.Qxc4,2,false,false,69.0799,"Distraction:10,Weak Back Rank:5,Removing the Guard:1"
2018-06-23 12:17:25+00,156109,1327.84,1302.68,Blitz,24.7109,12,0,1586.16,5.49235,1,-,2,false,false,70.4893,"Fork:7,Exposed King:4,Hanging Piece:3"
2018-06-23 12:17:02+00,80675,1473.98,1457.86,Blitz,31.9911,19,14,1580.67,10.8515,1,-,3,false,false,71.9276,"Fork:11,Simplification:9,Needs Different Opponent Move...:6,Hanging Piece:4"
2018-06-23 12:16:31+00,44482,1632.04,1652.33,Blitz,30.523,13,0,1569.82,-13.3162,0,1.Ne4+,2,false,false,73.3962,Trapped Piece:32
2018-06-23 12:16:09+00,46581,1381.25,1388.23,Blitz,15.1861,6,1,1583.14,8.0391,1,-,2,true,false,75.0501,"Capturing Defender:19,Damiano's Bishop Mate:14,Exposed King:9,Sacrifice:8,Capturing Defender:3"
2018-06-23 12:15:50+00,64151,1513.98,1532.24,Blitz,27.3318,15,0,1575.1,-20.741,0,1.Qd6+,2,true,false,76.5815,"Exposed King:15,Dovetail Mate:11,Coercion:1"
2018-06-23 12:15:27+00,11872,1536.52,1534.7,Blitz,46.0733,13,2,1595.84,15.4407,1,-,3,false,false,78.3987,"Counting:19,Distraction:13,Fork:10,Overloading:10,Sacrifice:9,Capturing Defender:8,Multiple Attack:1,Fork:1,Sacrifice:1"
2018-06-23 12:15:03+00,95396,1495.1,1507.24,Blitz,43.5577,31,0,1580.4,-24.2446,0,1.Rb1,3,false,false,80.4313,"Fork:14,Attraction:8,Distraction:6,Multiple Attack:1"
2018-06-23 12:14:08+00,29173,1641.49,1661.05,Blitz,66.5968,32,0,1604.64,-18.504,0,1.Bxe6,2,false,false,82.4519,"Mate Threat:9,Exposed King:8,Interference:7,Zwischenzug:2,Fork:1"
2018-06-23 12:13:26+00,45209,1512.8,1502.93,Blitz,34.4444,13,2,1623.14,15.1692,1,-,2,false,false,84.8603,"Pin:18,Attraction:2,Skewer:1,Fork:1,Blocking:1,Quiet Move:1"
2018-06-23 12:13:05+00,57549,1357.78,1366.67,Blitz,29.6075,23,2,1607.97,8.75229,1,-,2,false,false,87.3043,"Mate Threat:8,Needs Different Opponent Move...:7,Distraction:3"
2018-06-23 12:12:35+00,76386,1391.27,1401.31,Blitz,31.6276,6,1,1599.22,11.1331,1,-,2,false,false,89.115,"Capturing Defender:22,Mate Threat:16,Weak Back Rank:1,Removing the Guard:1"
2018-06-23 12:12:21+00,140600,1409.58,1401.95,Blitz,31.0204,15,2,1588.09,13.3819,1,-,3,false,false,91.3502,"Fork:8,Capturing Defender:7,Sacrifice:6,Clearance:6"
2018-06-23 12:11:57+00,101090,1383.84,1409.69,Blitz,16.7671,10,6,1574.71,13.4578,1,-,2,false,false,93.9907,"Mate Threat:18,Fork:8,Interference:5"
2018-06-23 12:11:40+00,154060,1478.5,1430.45,Blitz,28.0494,12,3,1561.25,22.2781,1,-,2,false,false,96.7791,"Zwischenzug:9,Advanced Pawn:6,Hanging Piece:5,Promotion:1,Gain of Tempo:1"
2018-06-23 12:11:14+00,92526,1572.17,1560.39,Blitz,31.233,7,0,1538.97,-28.7183,0,1...Rxc3,3,true,false,100.626,"Back Rank Mate:21,Sacrifice:13,Clearance:13,Edge Mate:1"
2018-06-23 12:10:58+00,167688,1428.57,1378.44,Blitz,24.4835,9,1,1567.69,21.3976,1,-,2,false,false,105.114,"Fork:8,Exposed King:6"
2018-06-23 12:10:40+00,143532,1250.84,1241.76,Blitz,24.929,12,2,1546.29,11.3004,1,-,2,false,false,109.678,"Unsound Sacrifice:7,Hanging Piece:6,Minority Attack:1,Opening Centre:1,Vertical Battery:1,Diagonal Battery:1,Development:1,Center Control:1"
2018-06-23 12:10:20+00,104850,1384.97,1377.52,Blitz,33.6211,14,2,1534.99,23.8478,1,-,2,false,false,112.781,"Hanging Piece:8,Needs Different Opponent Move...:7,Defensive Move:6"
2018-06-23 12:09:59+00,79405,1318.7,1311.46,Blitz,12.3011,8,0,1511.14,21.9802,1,-,1,true,false,118.377,"Exposed King:10,Back Rank Mate:7,Advanced Pawn:6,Hook Mate:1"
2018-06-23 12:09:43+00,161351,1402.42,1391.49,Blitz,21.7803,10,2,1489.16,38.1688,1,-,2,false,false,124.215,"Unsound Sacrifice:4,Hanging Piece:1"
2018-06-23 12:09:19+00,166489,1452.68,1454.59,Blitz,36.5531,24,0,1450.99,-58.8735,0,1...Qxe3+,2,true,false,132.776,"Lawnmower Mate:7,Exposed King:6,Rank Clearance:1"
2018-03-15 22:11:56+00,176895,1552.21,1552.24,Blitz,46.5847,45,37,1509.86,5.29099,1,-,2,false,false,74.1167,"Defensive Move:9,Hanging Piece:7,Unsound Sacrifice:6,Needs More Moves...:2"
2018-03-15 22:11:03+00,45262,1290.7,1303.13,Blitz,33.0761,11,1,1504.57,7.78271,1,-,2,true,false,75.8211,"Lawnmower Mate:9,Exposed King:6,Coercion:5"
2018-03-15 22:10:43+00,49425,1337.04,1351.05,Blitz,31.254,9,3,1496.79,10.2318,1,-,3,false,false,77.3683,"Zwischenzug:14,Distraction:7,Capturing Defender:5"
2018-03-15 22:10:25+00,93298,1421.37,1413.75,Blitz,32.0969,21,1,1486.56,15.3871,1,-,2,false,false,79.0163,"Overloading:18,Distraction:7,Removing the Guard:1"
2018-03-15 22:09:56+00,32303,1376.85,1362.59,Blitz,33.4867,6,0,1471.17,14.6377,1,-,1,false,false,81.0893,Hanging Piece:18
2018-02-23 10:30:29+00,54179,1422.03,1414.21,Blitz,36.446,25,20,1456.53,6.69538,1,-,5,false,false,61.9499,"Fork:14,Pin:14,Capturing Defender:11,Counting:11,Simplification:6,Clearance:4,Pin:1,Removing the Guard:1,Absolute Pin:1"
2018-02-23 10:29:54+00,33144,1484.38,1455.46,Blitz,21.9942,27,1,1449.83,8.32519,1,-,2,false,false,63.2137,"Fork:26,Fork:2,Multiple Attack:2"
2018-02-11 13:57:04+00,94868,1305.27,1276.48,Blitz,34.8052,11,1,1441.5,4.44689,1,-,2,false,false,48.6794,"Pin:8,Fork:6,Discovered Attack:5"
2018-02-11 13:56:37+00,148355,1519.16,1511.76,Blitz,32.6264,19,0,1437.05,-5.67135,0,1...Qf2,2,false,false,49.6724,"Fork:11,Mate Threat:11"
2018-02-11 13:55:54+00,53143,1301.76,1303.4,Blitz,40.5108,11,0,1442.72,-10.6369,0,1.Rc6+,2,false,false,50.6854,"Zwischenzug:18,Hanging Piece:10,Defensive Move:7,Gain of Tempo:2"
2018-02-11 13:55:33+00,95882,1349.09,1291.67,Blitz,22.8611,3,1,1453.36,5.67273,1,-,2,false,false,51.7195,"Fork:9,Exposed King:5,Hanging Piece:1"
2018-02-11 13:55:22+00,12364,1408.21,1386.14,Blitz,28.04,10,2,1447.69,7.38846,1,-,3,false,false,52.7748,"Fork:15,Exposed King:10"
2018-02-11 13:55:03+00,47023,1526.77,1519.28,Blitz,27.6579,13,2,1440.3,10.7878,1,-,2,false,false,53.8515,"Pin:22,Fork:22,Multiple Attack:2,Relative Pin:1"
2018-02-11 13:54:30+00,58500,1417.35,1442.68,Blitz,22.8768,13,0,1429.51,-9.34668,0,1...Qxe2,1,false,false,54.95,"Hanging Piece:15,Unsound Sacrifice:6"
2018-02-11 13:54:07+00,27830,1375.12,1381.46,Blitz,15.7614,6,1,1438.86,7.69939,1,-,2,true,false,56.0711,"Sacrifice:14,Back Rank Mate:14"
2018-02-11 13:38:20+00,10468,1245.27,1243.99,Blitz,31.2678,50,0,1431.16,-14.5625,0,1...Bg4,3,true,false,57.201,"Sacrifice:14,Clearance:7,Attraction:4,Attraction:3,File Clearance:3,Reload:3,Demolition Sacrifice:3,Exchange Sacrifice:3,Sacrifice:3,Capturing Defender:3"
2018-02-11 13:37:21+00,102585,1515.74,1540.66,Blitz,28.1061,27,4,1445.72,10.8038,1,-,3,false,false,58.3675,"Advanced Pawn:12,Overloading:9,Fork:8,Sacrifice:8,Distraction:8,Attraction:1"
2018-02-09 22:10:16+00,76489,1364.84,1339.92,Blitz,58.3725,34,11,1434.92,7.90499,1,-,3,false,false,57.4362,"Overloading:15,Distraction:8,Counting:8,Clearance:7,Mate Threat:6,Capturing Defender:4,Pin:3,Luring the Defender:1"
2018-02-09 22:09:28+00,27180,1201.19,1208.96,Blitz,21.7304,50,0,1427.02,-16.1371,0,1.Qh3,2,true,false,58.6077,"Greco's Mate:16,Sacrifice:9,Clearance:9"
2018-02-09 22:08:30+00,142245,1356.64,1348.61,Blitz,18.6631,12,2,1443.16,8.08969,1,-,3,false,false,59.8029,"Attraction:10,Fork:8,Sacrifice:2,Multiple Attack:1"
2018-02-09 22:08:04+00,59890,1196.31,1209.14,Blitz,21.75,28,0,1435.07,-17.7675,0,-,3,true,false,61.023,"Lawnmower Mate:10,Distraction:9,Pin:8,Exposed King:6,Distraction:3,Absolute Pin:3"
2018-02-09 22:07:27+00,72737,1338.96,1326.82,Blitz,19.7069,9,4,1452.84,7.93033,1,-,3,false,false,62.2679,"Capturing Defender:17,Fork:14,Discovered Attack:7,Exposed King:5"
2018-02-09 22:07:10+00,24176,1373.34,1423.1,Blitz,19.4471,9,1,1444.91,9.62501,1,-,2,false,false,63.5384,"Pin:12,Relative Pin:4,Sacrifice:4,File Clearance:3,Sacrifice:3,Simplification:1,Counting:1"
2018-02-09 22:06:52+00,45749,1419.88,1427.66,Blitz,32.9858,25,2,1435.28,12.0163,1,-,2,false,false,64.8349,"Trapped Piece:6,Removing the Guard:1"
2018-02-09 22:06:15+00,65180,1366.23,1388.26,Blitz,22.4115,20,0,1423.26,-15.2189,0,1...Ke6,2,true,false,66.1576,"Quiet Move:21,Exposed King:8"
2018-02-09 22:05:35+00,91494,1447.48,1443.01,Blitz,23.3471,9,0,1438.48,-13.2799,0,1...Qxf4,2,false,false,67.5073,"Zwischenzug:11,Counting:9,Unsound Sacrifice:6,Desperado:6,Hanging Piece:5"
2018-02-09 22:05:17+00,105710,1498.74,1468.13,Blitz,43.5377,12,3,1451.76,16.1046,1,-,3,false,false,68.8848,"Attraction:13,Skewer:9,Sacrifice:7,Exposed King:6,Clearance:3"
2018-02-09 22:04:53+00,23681,1448.45,1463.2,Blitz,53.9144,40,0,1435.66,-14.2539,0,-,2,false,false,70.2903,"Capturing Defender:13,Mate Threat:9,Exposed King:7,Sacrifice:6,Fork:4,Needs Different Opponent Move...:4,Removing the Guard:1,Weak Back Rank:1"
2018-02-09 22:03:59+00,96050,1565.34,1582.39,Blitz,25.2739,15,1,1449.91,-10.4736,0,2...f5+,4,false,false,71.7682,"Distraction:12,Skewer:9,Coercion:8,Removing the Guard:1"
2018-02-09 22:03:35+00,106646,1473.63,1470.93,Blitz,25.1458,23,4,1460.38,14.7387,1,-,2,false,false,73.2326,"Fork:17,Mate Threat:17"
2018-02-09 22:03:04+00,96396,1412.49,1371.12,Blitz,21.1646,15,3,1445.64,15.2901,1,-,2,false,false,74.8981,"Hanging Piece:7,Unsound Sacrifice:6,Trapped Piece:4"
2018-02-09 22:02:30+00,42818,1420.26,1420.72,Blitz,41.7435,26,0,1430.35,-18.2675,0,1.Qb3,1,false,false,76.6894,"Discovered Attack:11,Needs More Moves...:8,Pin:8,Counting:8,Needs More Moves...:6,Clearance:2,Discovery:1"
2018-02-09 22:01:54+00,148404,1300.04,1335.4,Blitz,39.2763,25,11,1448.62,11.0805,1,-,2,false,false,78.6072,"Defensive Move:13,Hanging Piece:12,Unsound Sacrifice:1"
2018-02-09 22:01:18+00,94014,1275.05,1244.27,Blitz,13.3604,8,0,1437.54,-27.7968,0,1.Kxf2,2,false,false,80.3856,"Fork:10,Exposed King:4"
2018-02-09 22:00:54+00,92841,1321.55,1321.89,Blitz,34.6377,20,0,1465.34,-28.1774,0,1...Rxd8,3,true,false,82.0465,"Attraction:13,Damiano's Bishop Mate:12,Sacrifice:11,Exposed King:8,Attraction:4,Sacrifice:4,X-Ray Attack:4,X-Ray:3,Coercion:2"
2018-02-09 22:00:25+00,157374,1364.26,1350.81,Blitz,31.4725,26,14,1493.52,3.85936,1,-,2,false,false,83.9095,"Advanced Pawn:11,Hanging Piece:4,Zwischenzug:3"
2018-02-09 21:59:50+00,9157,1332.98,1335.06,Blitz,30.6582,30,4,1489.66,9.29023,1,-,2,false,false,86.1397,Fork:17
2018-02-09 21:59:11+00,50292,1275.38,1259.87,Blitz,18.4277,5,0,1480.37,11.106,1,-,1,false,false,88.4426,"Hanging Piece:10,Advanced Pawn:2,Attraction:1"
2018-02-09 21:58:54+00,56932,1209.48,1223.64,Blitz,23.0491,14,0,1469.26,9.03854,1,-,1,false,false,90.6452,Hanging Piece:12
2018-02-09 21:58:31+00,97320,1217.76,1195.06,Blitz,12.5331,6,0,1460.22,10.2738,1,-,1,true,false,92.6091,"Exposed King:12,Vukovic Mate:11,Unsound Sacrifice:1,Avoiding Stalemate:1,Unpinning:1"
2018-02-09 21:58:16+00,103275,1179.03,1169.09,Blitz,12.8595,6,2,1449.95,9.41232,1,-,2,true,false,94.85,"Back Rank Mate:5,Exposed King:2"
2018-02-09 21:58:02+00,8149,1208.1,1194.66,Blitz,17.2857,13,1,1440.54,11.8827,1,-,2,false,false,97.017,Fork:7
2018-02-09 21:57:36+00,50524,1454.68,1435.95,Blitz,56.5822,31,0,1428.66,-28.7827,0,-,2,false,false,99.7062,"Fork:20,Fork:1,Multiple Attack:1"
2018-02-09 21:56:56+00,92730,1425.05,1442.02,Blitz,30.3091,14,9,1457.44,30.9821,1,-,3,false,false,104.065,"Fork:11,Distraction:11,Fork:3,Distraction:3,Desperado:1"
2018-02-09 21:56:24+00,50916,1330.87,1319.43,Blitz,17.8094,22,0,1426.46,-47.4453,0,1...Nhf4,2,true,false,109.051,"Clearance:16,Anastasia's Mate:13,Sacrifice:9"
2018-02-09 21:55:50+00,167269,1415.2,1424.38,Blitz,22.5836,16,0,1473.91,-48.3636,0,1.Rxf6,2,false,false,113.894,"Distraction:9,Fork:6,Overloading:6,Skewer:1,Exposed King:1,Hook and Ladder:1,Removing the Guard:1"
2018-02-09 21:55:21+00,160948,1474.27,1464.52,Blitz,34.1293,16,0,1522.27,-52.9319,0,1...d2,2,false,false,119.887,Fork:14
2018-01-14 21:42:40+00,44383,1368.95,1362.44,Blitz,19.882,6,0,1575.2,17.7345,1,-,1,true,false,110.476,Exposed King:8
2018-01-14 21:42:24+00,127624,1428.07,1437.77,Blitz,23.3608,17,7,1557.47,27.1077,1,-,2,false,false,114.936,"Hanging Piece:8,Defensive Move:5"
2018-01-14 21:41:58+00,78382,1640.11,1627.17,Blitz,66.9473,21,5,1530.36,61.398,1,-,3,false,false,121.161,"Fork:16,Needs Different Opponent Move...:12,Mate Threat:11,Needs Different Opponent Move...:7,Zwischenzug:6,Needs Different Opponent Move...:6,Fork:3,Multiple Attack:3"
2018-01-14 21:41:29+00,77108,1451.8,1422.46,Blitz,21.1627,16,2,1468.96,51.1946,1,-,3,false,false,127.434,"Distraction:15,Skewer:12"
2018-01-14 21:40:53+00,33448,1589.25,1598.18,Blitz,34.7113,22,0,1417.77,-33.5236,0,-,3,false,false,136.838,"Fork:17,Coercion:10,Needs More Moves...:7,Fork:4,Multiple Attack:1"
2017-09-06 11:19:16+00,23769,1339.98,1380.01,Blitz,22.9628,42,0,1451.29,-7.37367,0,-,2,true,false,43.3964,"Pin:15,Quiet Move:14,Arabian Mate:9,Back Rank Mate:8"
2017-09-06 11:18:21+00,45980,1350.75,1370.26,Blitz,14.0789,14,1,1458.66,3.07927,1,-,2,true,false,44.281,"Exposed King:10,Pawn Mate:9,Coercion:5"
2017-09-06 11:17:55+00,173679,1402.3,1347.25,Blitz,21.1165,20,15,1455.58,-7.02427,0,2.Qc3,3,false,false,45.1842,Skewer:11
2017-09-06 11:17:24+00,87876,1486.41,1511.98,Blitz,28.3162,10,0,1462.6,-5.92368,0,1.Ra5,2,false,false,46.1057,"Pin:18,Interference:3,Blocking:1,Zwischenzug:1"
2017-09-06 11:17:02+00,49458,1344.16,1385.07,Blitz,26.6479,22,0,1468.52,-8.89064,0,1.Rg5+,2,true,false,47.0462,"Exposed King:9,Coercion:4"
2017-09-06 11:16:27+00,169946,1352.8,1347.72,Blitz,27.6838,8,4,1477.41,4.52278,1,-,4,false,false,48.0057,"Counting:17,Trapped Piece:16"
2017-08-29 08:57:47+00,8907,1339.48,1337.83,Blitz,35.4324,18,0,1472.89,-4.80353,0,-,2,false,false,34.3,"Mate Threat:14,Quiet Move:12,Exposed King:7"
2017-08-29 08:57:18+00,95049,1262.82,1221.58,Blitz,23.6359,7,2,1477.69,1.5863,1,-,2,false,false,34.3,"Advanced Pawn:19,Sacrifice:8,Discovered Attack:3,Discovery:1"
2017-08-29 08:56:59+00,152979,1424.21,1467.82,Blitz,35.5391,13,0,1476.1,-4.03829,0,1...Re1+,2,false,false,34.3,"Counting:19,Desperado:4,Attraction:2,Sacrifice:1,Gain of Tempo:1,X-Ray:1,X-Ray Defense:1"
2017-08-29 08:56:32+00,79267,1452.21,1465.23,Blitz,30.4193,3,0,1480.14,-3.82307,0,1...Rc2,2,false,false,34.3998,Overloading:22
2017-08-29 08:56:15+00,51663,1235.87,1221.28,Blitz,28.8023,19,6,1483.96,1.42877,1,-,3,true,false,35.1014,"Discovered Attack:13,Exposed King:7,Coercion:6"
2017-08-29 08:55:43+00,63895,1486.27,1490.65,Blitz,29.3989,22,0,1482.53,-3.7957,0,1.Rh5,2,true,false,35.817,"Anastasia's Mate:21,Sacrifice:12,Exposed King:12,Clearance:11,Attraction:10,Blocking:1"
2017-08-29 08:55:13+00,160244,1430.17,1395.1,Blitz,23.5083,10,1,1486.33,3.35469,1,-,2,false,false,36.5473,"Counting:6,Unsound Sacrifice:3"
